გამოსხივება	გამო სხივებ ა
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტან ეს
ფარა	ფარ ა
ასურეთის	ასურ ეთ ის
არაუმეტეს	არა უმეტეს
განსაცდელი	გან საცდელ ი
ყბა	ყ ბ ა
კახეთსა	კა ხეთ სა
მთავარანგელოზთა	მთავარ ანგელოზ თა
აღმასრულებელმა	აღმა სრულებელ მა
მონათლა	მო ნათლ ა
იგეგმება	ი გეგმ ება
ქორწინებაში	ქორწინ ებ აში
ბოთლებში	ბოთ ლ ებში
განედი	განე დ ი
ტილზიტის	ტილ ზიტ ის
მოედნები	მო ედნ ები
დაღესტანში	დაღე სტან ში
წლებმა	წლ ებ მა
ადგილებშიც	ადგილებ შიც
ცოდვის	ცოდ ვ ის
ენაცვლება	ენა ცვლ ება
იაპონელების	იაპონ ელ ების
მოსდევდა	მო სდევ და
აორთქლების	აორთქლ ებ ის
არქიტრავული	არქიტრა ვ ული
ინფორმაციული	ინ ფორმაცი ული
დამსახურებისათვის	და მსახურებ ისათვის
თიანეთის	თიანეთ ის
რეისების	რე ის ების
ინსტიტუტმა	ინ სტიტუტ მა
მოითხოვდა	მო ითხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხ ის
დოლარით	დო ლარ ით
დიალოგები	დია ლოგ ები
ირანელებს	ირან ელ ებს
მარტი	მარტ ი
პატრიარქალური	პატრიარქ ალური
ხმალი	ხმ ალ ი
ახალბედას	ახალ ბედ ას
მარკეტინგი	მარკე ტინგ ი
შეადგენდეს	შე ადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინ ციპ ების
სურვილისამებრ	სურ ვილ ისამებრ
ჰაბსბურგების	ჰაბს ბურგ ების
მომდევნო	მომ დევნ ო
