გამოსხივება	გამო სხივ ება
აორთქლების	ა ორთქლ ების
არქიტრავული	არქიტრავ ული
ინფორმაციული	ინ ფორმაცი ული
დამსახურებისათვის	და მსახურ ებისათვის
თიანეთის	თიანეთ ის
რეისების	რეის ების
ინსტიტუტმა	ინსტიტუტ მა
მოითხოვდა	მო ითხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხ ის
დოლარით	დოლარ ით
დიალოგები	დია ლოგ ები
ირანელებს	ირან ელებს
მარტი	მარტ ი
პატრიარქალური	პატრიარქ ალური
ხმალი	ხმ ალი
ახალბედას	ახალ ბედ ას
მარკეტინგი	მა რკეტინგ ი
შეადგენდეს	შე ადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინციპ ების
სურვილისამებრ	სურვილ ისამებრ
ჰაბსბურგების	ჰაბსბურგ ების
მომდევნო	მომ დევნ ო
მინიშნებები	მი ნიშნებ ები
გებრიელ	გებრიელ
დიმა	დი მა
იკეტება	ი კეტ ება
პოემის	პოემ ის
მასაის	მა სა ის
ბარონესა	ბარონ ესა
