გამოსხივება	გამო სხივებ ა
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტან ეს
ფარა	ფარ ა
ასურეთის	ა სურეთ ის
არაუმეტეს	არა უმეტეს
განსაცდელი	გან საცდელ ი
ყბა	ყ ბ ა
კახეთსა	კა ხეთ სა
მთავარანგელოზთა	მთავარ ანგელოზ თა
აღმასრულებელმა	აღმა სრულებელ მა
მონათლა	მო ნათლ ა
იგეგმება	ი გეგმ ება
ქორწინებაში	ქორწინებ აში
ბოთლებში	ბო თლ ებში
განედი	გან ედ ი
ტილზიტის	ტილ ზიტ ის
მოედნები	მოედ ნ ები
დაღესტანში	დაღ ესტან ში
წლებმა	წ ლებ მა
ადგილებშიც	ადგილ ებ შიც
ცოდვის	ცოდ ვ ის
ენაცვლება	ე ნაცვლ ება
იაპონელების	იაპონ ელ ების
მოსდევდა	მო სდევ და
აორთქლების	ა ორთქლ ების
არქიტრავული	არქიტრა ვ ული
ინფორმაციული	ინ ფორმაცი ული
დამსახურებისათვის	და მსახურებ ისათვის
თიანეთის	თიანეთ ის
რეისების	რე ის ების
ინსტიტუტმა	ინსტიტუ ტ მა
მოითხოვდა	მოი თხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხ ის
დოლარით	დოლ არ ით
დიალოგები	დია ლოგ ები
ირანელებს	ირან ელ ებს
მარტი	მ არტ ი
პატრიარქალური	პატრიარქ ალური
ხმალი	ხმ ალ ი
ახალბედას	ახალ ბედ ას
მარკეტინგი	მარკე ტინგ ი
შეადგენდეს	შე ადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინცი პ ების
სურვილისამებრ	სურ ვილ ისამებრ
ჰაბსბურგების	ჰაბს ბურგ ების
მომდევნო	მომ დევნ ო
