გამოსხივება	გამო სხივ ება
ადგილებშიც	ა დგილ ებში ც
ცოდვის	ცოდვ ის
ენაცვლება	ენაცვლ ება
იაპონელების	იაპონ ელები ს
მოსდევდა	მო სდევდა
აორთქლების	ა ორთქლ ების
არქიტრავული	არქი ტრავ ული
ინფორმაციული	ი ნფორმაც იული
დამსახურებისათვის	და მსახურ ების ა თვის
თიანეთის	თ იან ეთის
რეისების	რე ის ების
ინსტიტუტმა	ი ნსტიტუტ მა
მოითხოვდა	მო ითხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხ ის
დოლარით	დოლარ ით
დიალოგები	დიალოგ ები
ირანელებს	ირანელ ებს
მარტი	მარტი
პატრიარქალური	პატრი არქ ალური
ხმალი	ხმ ალი
ახალბედას	ახალ ბედა ს
მარკეტინგი	მა რკეტინგ ი
შეადგენდეს	შე ადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინც იპ ების
სურვილისამებრ	სურვილ ის ამებრ
ჰაბსბურგების	ჰაბს ბურგ ების
მომდევნო	მომ დევნ ო
მინიშნებები	მი ნიშნებ ები
გებრიელ	გე ბრიელ
დიმა	დი მა
იკეტება	ი კეტ ება
