გამოსხივება	გამო სხივებ ა
რადიაქტიური	რადი აქტი ური
საიმპერიო	სა იმპერი ო
გამოიტანეს	გამო იტან ეს
ფარა	ფარ ა
ასურეთის	ა სურეთ ის
არაუმეტეს	არა უმეტეს
განსაცდელი	გან საცდელ ი
ყბა	ყ ბ ა
კახეთსა	კა ხეთ სა
მთავარანგელოზთა	მთავარ ანგელოზ თა
აღმასრულებელმა	აღმა სრულებელ მა
მონათლა	მო ნათლ ა
იგეგმება	ი გეგმ ება
ქორწინებაში	ქორწინებ აში
ბოთლებში	ბო თლ ებში
განედი	განე დ ი
ტილზიტის	ტილზ იტ ის
მოედნები	მოე დნ ები
დაღესტანში	დაღესტ ან ში
წლებმა	წლ ებ მა
ადგილებშიც	ადგილებ შიც
ცოდვის	ცოდ ვ ის
ენაცვლება	ე ნაცვლებ ა
იაპონელების	იაპონ ელ ების
მოსდევდა	მო სდევ და
აორთქლების	აორთქლ ებ ის
არქიტრავული	არქიტრა ვ ული
ინფორმაციული	ინ ფორმაცი ული
დამსახურებისათვის	დამსა ხურებ ისათვის
თიანეთის	თიანეთ ის
რეისების	რე ის ების
ინსტიტუტმა	ინსტიტუ ტ მა
მოითხოვდა	მო ითხოვ და
კბილებში	კბილ ებში
ლენტეხის	ლენ ტეხ ის
დოლარით	დო ლარ ით
დიალოგები	დია ლოგ ები
ირანელებს	ირ ანელ ებს
მარტი	მარტ ი
პატრიარქალური	პატრი არქ ალური
ხმალი	ხ მალ ი
ახალბედას	ახალ ბედ ას
მარკეტინგი	მარკე ტინგ ი
შეადგენდეს	შე ადგენ დეს
უსქესო	უ სქეს ო
პრინციპების	პრინც იპ ების
სურვილისამებრ	სურ ვილ ისამებრ
ჰაბსბურგების	ჰაბს ბურგ ების
მომდევნო	მომ დევნ ო
