იტალიასთან	იტა ლი ასთან
დაამარცხებდა	დაა მარცხ ებდა
რონი	რონ ი
ხანაც	ხან აც
ბეჭედზე	ბე ჭედ ზე
ბაბილონეთის	ბა ბილონ ეთის
ამუშავებდნენ	ა მუშავ ებდნენ
მთვარეზე	მთვ არე ზე
სერ	სერ
საგრანტო	სა გრანტ ო
კურფიურსტის	კურფიურ სტ ის
გადატანილი	გადა ტანილ ი
ბურთი	ბურთ ი
მოახერხა	მოა ხერხ ა
ქონგურებიანი	ქონ გურ ებიანი
არენასი	არ ენ ასი
ჭავჭავაძის	ჭავჭავ აძის
კარიერი	კარიერ ი
მაჟინოს	მა ჟინ ოს
ნახატები	ნა ხატ ები
ქერქის	ქერ ქ ის
ჟარი	ჟარ ი
თავსებადი	თავს ებადი
გდრ	გ დრ
ოსურ	ო ს ურ
რეაქციული	რე აქცი ული
ბანკნოტები	ბანკნ ოტ ები
მოჭედილი	მო ჭედ ილი
გამოსვლამდე	გამო სვლ ამდე
ივლისისა	ი ვლის ისა
შეფუთვა	შეფუ თვა
შესწავლისათვის	შე სწავლ ისათვის
გორაზე	გორ აზე
მცენარეებისგან	მცენარე ებისგან
მეფისა	მეფ ისა
ემსახურებოდა	ე მსახურ ებოდა
პერსონალური	პერსონ ალ ური
პრეზიდენტებს	პრეზიდ ენტ ებს
რაციონში	რა ციონ ში
აპატიმრებენ	ა პატიმრებ ენ
აკვარელით	აკვარ ელ ით
ნაწარმოებია	ნაწარმო ებ ია
ლიახვის	ლი ახვის
იტყვის	ი ტყვ ის
კუნძულია	კუნძულ ია
კონცენტრირებულია	კონ ცენტრ ირებულია
